"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N430YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N431AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N431UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N431WN",2002,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N431YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N432UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N432YX",NA,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N433AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N433SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N433UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N433YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N434AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N434UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N434YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N435AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N435UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N435WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N435YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N436UA",1996,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N436WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N436YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N437UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N437WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N437YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N438SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N438UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N438WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N438YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N439SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N439UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N439WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N439YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N440AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N440LV",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N440SW",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N440UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N440YX",2014,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N441SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N441UA",1997,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N441WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N442AS",2013,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N442SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N442UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N442WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N443SW",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N443UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N443WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N444UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N444WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N445SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N445UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N445WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N445YX",2015,"Fixed wing multi engine","EMBRAER S A","ERJ 170-200 LR",2,88,0,"Turbo-fan"
"N446SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N446UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N446WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N447SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N447UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N447WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N448AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N448SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N448UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N448WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N449SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N449UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N449WN",2003,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N451UA",1998,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N451WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N452SW",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N452UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N452WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N453AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N453SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N453UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N453WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N45440",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N454SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N454UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N454WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N455CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N455SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N455UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N455WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N456UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N456WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N457AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N457SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N457UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N457WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N458UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N458WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N459AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N459SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N459UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N459WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N460SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N460UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N460WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N461AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N461SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N461UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N461WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N462AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N462UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N462WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N463SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N463UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N463WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N464AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N464SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N464UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N464WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N465SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N465UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N465WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N466SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N466UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N467AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N467UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N467WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N468AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N468CA",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N468UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N468WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N469AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N469UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N469WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N470UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N470WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N471AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N471CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N471UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N472AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N472CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N472UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N472WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N473UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N473WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N47414",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,0,"Turbo-fan"
"N474AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N474UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N474WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N475UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N475WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N476UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N476WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N477AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N477CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N477UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N477WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N478AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N478PX",2019,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,0,"Turbo-fan"
"N478UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N478WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N479AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N479CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N479UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N479WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N480UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N480WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N481AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N481UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N481WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N482UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N482WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N483AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N483UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N483WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N484UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N485UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N485WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N486AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N486UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N486WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N487AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N487CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N487UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N487WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N4888U",2007,"Fixed wing multi engine","AIRBUS","A319-132",2,179,0,"Turbo-fan"
"N488UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N488WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N48901",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,0,"Turbo-fan"
"N489UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N489WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N4901U",2006,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N490UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N491AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N491UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N491WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N492AS",2015,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N492UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N493AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N493UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N494AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N494CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N494UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N494WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N495AS",2016,"Fixed wing multi engine","BOEING","737-990ER",2,222,0,"Turbo-fan"
"N495UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N495WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N496CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N496UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N497UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N497WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N498CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N498UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,0,"Turbo-fan"
"N498WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N499WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,143,0,"Turbo-fan"
"N5007E",2013,"Fixed wing multi engine","AIRBUS","A319-115",2,147,0,"Turbo-fan"
"N500AE",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N500WR",2014,"Fixed wing multi engine","BOEING","737-8H4",2,143,0,"Turbo-fan"
"N501AA",NA,"Rotorcraft","EA VISION","J-150",4,NA,0,"Electric"
"N501BG",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N501MJ",NA,"Rotorcraft","DJI","AGRAS T50",4,NA,0,"Electric"
"N502AE",2001,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N502MJ",NA,NA,"DJI","AGRAS T50",8,NA,0,"Electric"
"N503AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N503JB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N504AE",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N504JB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N505AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N505JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N506AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N506AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N506CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,0,"Turbo-fan"
"N506JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N507AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N507AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N507JT",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N508AE",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N508AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N508JL",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N509AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N509AY",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N509JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N510AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N510JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N510UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
"N511AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N512AE",NA,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N512AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N513AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N513AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N514AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N514AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N515AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N515MJ",2025,"Fixed wing multi engine","BOMBARDIER INC","BD-700-1A10",2,23,0,"Turbo-fan"
"N516AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N516AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N516JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N517AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N517AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N517JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N518AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N518AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N519AE",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2C10",2,80,0,"Turbo-fan"
"N519AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,0,"Turbo-fan"
"N519JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,0,"Turbo-fan"
"N519UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,0,"Turbo-fan"
